/Users/emilyschlafly/Work/cyclicity_repo/Epilepsy/Dog_1/interictal
Total subjects: 480
4,13,7,449
5,15,6,445
5,14,10,445
4,9,6,444
4,10,7,443
4,13,10,443
6,14,10,443
7,14,10,441
4,14,8,440
2,14,10,440
3,4,13,440
5,8,6,438
1,16,12,438
3,13,10,437
5,13,10,437
7,13,10,437
5,15,11,437
5,16,12,437
2,5,15,437
2,13,10,436
6,13,10,436
1,14,10,436
1,14,11,436
2,14,11,436
2,16,12,436
1,8,3,435
6,14,11,435
3,16,8,434
3,4,10,434
1,15,11,434
4,13,6,433
3,5,8,433
5,14,11,433
5,16,6,432
3,14,11,432
7,14,11,432
6,16,12,432
1,13,10,431
5,11,6,430
3,4,11,429
3,16,12,429
5,14,6,428
4,14,11,428
5,12,6,427
5,13,6,427
4,12,8,427
4,10,6,426
5,10,6,426
4,9,7,426
5,15,7,426
4,11,8,426
3,14,8,426
2,4,9,426
7,16,12,426
2,5,16,426
4,13,8,425
3,14,10,425
2,5,12,425
3,4,14,425
2,5,8,424
2,5,11,424
2,15,11,424
3,15,8,423
4,11,7,422
3,12,8,422
3,4,9,422
6,15,11,422
1,15,7,421
2,5,14,421
5,9,6,420
5,15,12,419
4,14,7,418
4,15,8,417
5,15,10,417
8,16,12,417
2,5,13,417
1,15,3,416
4,16,8,416
2,5,10,416
4,14,10,416
3,4,12,416
1,15,12,416
1,15,6,415
8,13,10,415
3,5,15,415
4,12,7,414
8,14,11,414
3,15,11,414
2,4,13,414
5,16,7,413
1,15,2,412
5,7,6,412
1,16,7,412
1,10,6,411
3,4,8,411
2,5,9,411
1,8,6,409
5,8,7,409
3,11,8,408
7,15,11,408
6,16,8,407
2,4,10,407
2,15,12,407
1,10,2,406
1,9,6,406
4,11,6,406
1,13,6,406
1,16,6,406
4,16,12,406
1,16,2,405
1,16,3,405
1,8,7,405
3,10,7,405
3,13,7,405
5,15,8,405
3,4,15,405
1,14,6,404
1,10,7,404
4,15,7,404
1,15,8,404
1,16,8,404
1,12,2,403
1,11,6,403
10,15,13,403
1,9,2,402
1,11,2,402
1,14,2,402
5,12,7,402
1,15,10,402
1,13,2,401
5,16,8,401
6,15,12,401
10,16,13,401
1,8,2,400
1,14,3,400
1,12,6,400
3,9,7,400
1,12,7,400
3,5,16,400
4,14,6,399
1,14,7,399
2,16,8,399
8,15,11,399
1,13,7,398
5,14,7,398
6,15,8,398
6,15,10,398
5,11,7,397
3,16,7,397
4,10,8,397
7,14,8,397
7,16,8,397
1,5,3,396
1,11,3,396
1,12,3,396
3,4,7,396
3,13,8,396
6,14,8,396
2,15,10,396
3,15,12,396
1,11,7,395
3,15,7,395
5,14,9,395
7,15,12,395
8,15,12,395
9,16,12,395
1,5,15,395
5,10,7,394
3,12,7,394
5,13,7,394
4,16,7,394
1,5,8,394
6,15,7,393
6,16,7,393
3,5,14,393
3,4,16,393
6,12,8,392
2,15,8,392
1,5,11,392
3,5,11,392
1,5,12,392
3,5,12,392
1,14,8,391
2,4,11,391
1,5,16,391
1,7,3,390
4,12,6,390
1,5,7,390
4,15,11,390
1,10,3,389
3,11,7,389
3,14,7,389
2,14,8,389
1,16,11,389
1,5,14,389
7,12,8,388
7,15,8,388
5,16,11,388
1,7,6,387
2,5,7,387
6,12,7,387
6,14,9,387
4,14,12,387
5,14,8,386
2,16,11,386
6,16,11,386
1,5,13,386
1,14,9,385
2,14,9,385
5,15,9,385
7,15,10,385
4,15,12,385
3,5,7,384
5,14,13,384
1,13,3,383
6,8,7,383
1,12,8,383
2,14,12,383
7,14,12,383
6,14,13,383
5,15,13,383
2,4,14,383
6,14,7,382
1,14,12,382
