/Users/emilyschlafly/Work/cyclicity_repo/Epilepsy/Dog_2/preictal
Total subjects: 42
5,9,6,42
2,14,6,42
5,14,6,42
2,15,6,42
2,16,6,42
5,9,7,42
2,12,10,42
3,12,10,42
5,12,10,42
6,12,10,42
7,12,10,42
1,16,10,42
2,16,10,42
3,16,10,42
6,12,14,42
7,12,14,42
1,8,3,41
1,10,3,41
1,14,3,41
1,16,3,41
1,14,6,41
1,16,6,41
5,16,6,41
2,14,7,41
5,14,7,41
2,15,7,41
2,16,7,41
5,9,8,41
1,12,10,41
5,16,10,41
1,12,11,41
2,12,11,41
3,12,11,41
4,12,11,41
5,12,11,41
6,12,11,41
7,12,11,41
1,16,14,41
2,16,14,41
3,16,14,41
4,16,14,41
6,16,14,41
7,16,14,41
1,6,3,40
1,7,3,40
1,9,3,40
1,11,3,40
1,12,3,40
1,15,3,40
2,9,6,40
2,10,6,40
4,10,6,40
5,10,6,40
2,11,6,40
5,11,6,40
2,12,6,40
5,12,6,40
3,14,6,40
4,14,6,40
1,15,6,40
3,15,6,40
4,15,6,40
5,15,6,40
3,16,6,40
4,16,6,40
2,9,7,40
1,14,7,40
1,16,7,40
5,16,7,40
2,16,8,40
4,16,10,40
6,16,10,40
7,16,10,40
1,16,11,40
4,16,11,40
2,12,14,40
3,12,14,40
5,12,14,40
8,12,14,40
5,16,14,40
1,16,15,40
5,16,15,40
2,10,3,39
2,11,3,39
2,12,3,39
2,14,3,39
2,15,3,39
2,16,3,39
1,9,6,39
3,9,6,39
1,10,6,39
5,13,6,39
1,9,7,39
3,9,7,39
2,10,7,39
5,10,7,39
2,11,7,39
5,11,7,39
2,12,7,39
5,12,7,39
3,14,7,39
1,15,7,39
3,15,7,39
5,15,7,39
3,16,7,39
2,9,8,39
3,9,8,39
2,15,8,39
1,16,8,39
3,16,8,39
5,16,8,39
5,9,10,39
4,12,10,39
2,16,11,39
3,16,11,39
1,12,14,39
4,12,14,39
2,16,15,39
3,16,15,39
4,16,15,39
6,16,15,39
7,16,15,39
2,8,3,38
2,9,3,38
1,13,3,38
1,6,5,38
1,7,5,38
4,7,5,38
1,8,5,38
4,8,5,38
1,15,5,38
1,16,5,38
4,8,6,38
3,10,6,38
1,11,6,38
3,11,6,38
1,12,6,38
3,12,6,38
3,13,6,38
1,10,7,38
4,10,7,38
4,14,7,38
4,15,7,38
4,16,7,38
3,4,8,38
1,9,8,38
3,15,8,38
3,4,10,38
3,9,10,38
8,12,10,38
1,14,10,38
2,14,10,38
3,14,10,38
5,14,10,38
8,12,11,38
5,16,11,38
8,16,14,38
8,16,15,38
2,6,3,37
2,7,3,37
4,6,5,37
1,10,5,37
4,10,5,37
1,14,5,37
2,15,5,37
4,15,5,37
1,8,6,37
2,8,6,37
5,8,6,37
4,11,6,37
4,12,6,37
3,4,7,37
3,10,7,37
1,11,7,37
3,11,7,37
1,12,7,37
3,12,7,37
5,13,7,37
2,12,8,37
5,12,8,37
2,14,8,37
5,14,8,37
1,15,8,37
5,15,8,37
4,16,8,37
1,9,10,37
2,9,10,37
6,9,10,37
2,11,10,37
3,11,10,37
5,11,10,37
6,11,10,37
7,11,10,37
7,13,10,37
6,16,11,37
7,16,11,37
10,16,14,37
5,12,15,37
6,12,15,37
7,12,15,37
8,12,15,37
1,11,5,36
1,12,5,36
2,16,5,36
4,16,5,36
3,4,6,36
3,8,6,36
1,13,6,36
2,13,6,36
3,13,7,36
6,9,8,36
3,12,8,36
1,14,8,36
3,14,8,36
4,15,8,36
7,9,10,36
1,11,10,36
8,11,10,36
3,13,10,36
6,13,10,36
4,14,10,36
6,14,10,36
7,14,10,36
5,9,11,36
10,12,11,36
3,4,14,36
10,12,14,36
3,4,15,36
3,4,16,36
2,13,3,35
2,6,5,35
2,7,5,35
2,8,5,35
1,9,5,35
2,10,5,35
2,11,5,35
2,12,5,35
1,13,5,35
2,14,5,35
4,14,5,35
4,9,6,35
4,13,6,35
1,8,7,35
2,8,7,35
4,8,7,35
5,8,7,35
4,11,7,35
4,12,7,35
1,12,8,35
3,13,8,35
5,13,8,35
6,16,8,35
5,13,10,35
8,16,10,35
3,4,11,35
1,9,11,35
3,9,11,35
3,4,12,35
11,15,12,35
9,11,13,35
5,9,14,35
6,9,14,35
1,12,15,35
2,12,15,35
3,12,15,35
12,14,15,35
4,11,5,34
4,12,5,34
3,8,7,34
4,9,7,34
1,13,7,34
2,13,7,34
7,9,8,34
2,11,8,34
5,11,8,34
6,12,8,34
4,14,8,34
6,15,8,34
7,16,8,34
4,11,10,34
9,11,10,34
8,14,10,34
9,14,10,34
2,9,11,34
6,9,11,34
10,16,11,34
3,9,14,34
7,9,14,34
8,11,15,34
9,11,15,34
4,12,15,34
9,14,15,34
2,9,5,33
4,13,5,33
4,9,8,33
2,10,8,33
5,10,8,33
3,11,8,33
4,12,8,33
7,12,8,33
6,13,8,33
7,13,8,33
7,15,8,33
1,13,10,33
8,13,10,33
7,9,11,33
8,16,11,33
3,4,13,33
9,12,13,33
9,16,13,33
1,9,14,33
2,9,14,33
5,9,15,33
9,16,15,33
2,13,5,32
4,13,7,32
1,10,8,32
3,10,8,32
4,10,8,32
1,11,8,32
1,13,8,32
2,13,8,32
6,14,8,32
3,4,9,32
4,9,10,32
2,13,10,32
4,9,11,32
11,13,12,32
5,14,15,32
8,14,15,32
14,15,16,32
6,11,8,31
7,14,8,31
8,9,10,31
4,13,10,31
2,12,13,31
9,14,13,31
2,16,13,31
8,9,14,31
9,16,14,31
6,9,15,31
5,11,15,31
6,11,15,31
7,11,15,31
1,14,15,31
4,9,5,30
6,10,8,30
4,11,8,30
7,11,8,30
4,13,8,30
9,12,11,30
1,16,13,30
4,16,13,30
4,9,14,30
9,12,14,30
7,13,14,30
1,9,15,30
3,9,15,30
7,9,15,30
7,13,15,30
8,13,15,30
2,14,15,30
3,14,15,30
4,14,15,30
6,14,15,30
7,14,15,30
13,14,15,30
11,13,16,30
1,4,3,29
4,7,6,29
7,10,8,29
8,9,11,29
1,12,13,29
4,12,13,29
6,13,14,29
10,13,14,29
13,16,14,29
2,9,15,29
8,9,15,29
1,11,15,29
2,11,15,29
3,11,15,29
9,12,15,29
6,13,15,29
11,15,16,29
1,7,6,28
2,7,6,28
3,7,6,28
5,7,6,28
6,9,7,28
8,13,9,28
9,12,10,28
9,16,10,28
9,16,11,28
5,12,13,28
12,14,13,28
8,11,14,28
8,13,14,28
4,11,15,28
5,13,15,28
12,16,15,28
6,10,7,27
6,11,7,27
6,12,7,27
6,14,7,27
6,15,7,27
6,16,7,27
7,13,9,27
3,12,13,27
6,12,13,27
9,15,13,27
10,15,13,27
3,16,13,27
5,16,13,27
6,11,14,27
7,11,14,27
3,13,14,27
3,13,15,27
13,16,15,27
8,12,16,27
1,4,2,26
1,4,5,26
1,4,7,26
6,8,7,26
6,13,7,26
1,4,8,26
1,4,10,26
10,15,11,26
11,14,12,26
9,10,13,26
7,12,13,26
8,12,13,26
11,15,13,26
9,11,14,26
10,11,14,26
5,13,14,26
10,15,14,26
4,9,15,26
9,10,15,26
11,14,15,26
5,9,16,26
6,12,16,26
7,12,16,26
