/Users/emilyschlafly/Work/cyclicity_repo/Epilepsy/Dog_2/interictal
Total subjects: 500
3,9,10,480
3,16,10,480
3,14,10,479
4,14,10,477
4,16,10,474
2,16,10,471
3,13,10,466
2,9,10,456
4,9,10,455
4,13,10,455
5,9,10,454
5,14,10,448
3,15,7,440
2,15,7,436
2,14,10,435
2,16,7,434
1,14,10,431
5,16,10,430
3,16,7,428
1,16,10,428
8,14,10,427
6,9,10,426
2,13,10,426
1,9,10,424
7,14,10,424
7,9,10,423
2,15,6,422
3,13,7,420
3,9,7,418
8,9,10,418
3,14,7,416
4,15,7,414
7,16,10,413
2,16,6,412
5,13,10,412
4,15,6,411
2,9,7,409
2,16,8,409
4,16,8,409
3,14,6,408
5,14,6,407
7,13,10,407
6,16,10,406
2,14,6,405
4,15,8,405
3,16,8,403
8,16,10,402
1,7,3,401
3,15,6,400
4,15,10,399
4,14,6,398
2,12,7,398
3,16,11,398
4,13,8,397
3,13,8,396
2,13,7,395
8,13,10,395
2,12,3,394
4,16,11,394
5,15,6,393
6,13,10,393
1,13,10,392
10,15,14,392
1,14,6,390
5,15,7,390
1,15,6,388
2,14,7,387
3,9,8,387
4,14,8,387
2,12,6,385
1,8,3,382
9,12,13,382
2,12,11,381
2,13,6,380
3,16,6,380
3,15,10,380
3,13,6,379
5,9,7,379
1,12,11,379
2,11,3,378
2,11,6,378
2,9,8,378
5,12,11,378
2,16,14,378
2,9,6,377
4,16,7,377
3,14,8,377
6,14,10,377
9,11,13,377
2,10,7,376
8,12,11,376
2,11,7,375
1,10,3,374
4,9,8,374
3,15,8,374
6,12,11,374
10,12,14,374
5,14,7,372
2,12,10,372
1,15,7,371
2,13,8,371
4,13,9,371
8,12,10,371
9,10,13,371
6,16,14,371
9,10,15,371
1,12,3,370
2,15,8,370
4,14,7,369
4,16,6,366
9,12,15,366
5,16,7,365
3,12,11,365
5,9,6,364
4,13,7,364
1,16,11,364
3,10,7,361
2,15,10,361
2,16,11,361
3,9,6,360
4,13,6,360
5,16,6,360
3,4,7,359
1,16,6,358
7,12,11,358
3,13,9,357
3,9,11,357
1,11,3,356
5,13,6,355
7,13,9,355
10,11,14,355
1,7,5,354
5,16,11,354
7,12,15,354
5,13,7,353
6,12,15,353
5,9,8,352
9,15,13,352
10,15,13,352
2,10,3,350
7,12,10,350
9,12,11,350
1,16,7,349
4,9,7,348
5,10,7,348
2,14,8,348
8,13,9,348
9,11,15,348
2,10,6,347
9,16,14,347
4,12,11,345
11,13,12,345
8,12,15,345
1,6,3,344
5,16,8,344
10,12,11,344
9,12,14,344
1,16,8,343
5,15,10,343
3,16,14,343
3,9,12,342
4,16,12,342
9,16,13,342
10,16,14,342
2,16,3,341
1,14,7,341
2,12,8,341
2,13,9,341
1,6,5,340
1,10,5,340
2,10,8,340
1,8,5,339
3,12,7,339
1,13,9,339
8,11,10,339
4,9,12,339
1,16,14,339
4,16,14,339
1,16,5,338
6,13,9,338
1,15,10,338
5,12,6,337
2,4,7,337
4,10,8,337
5,14,8,337
5,9,11,337
3,13,11,337
1,10,6,336
5,10,6,336
2,11,8,336
7,11,10,336
12,15,13,336
6,13,14,336
2,7,3,335
2,8,3,335
1,15,5,335
1,13,6,335
1,9,7,335
2,11,10,335
5,12,10,335
1,9,6,334
1,10,7,334
6,12,10,334
4,9,11,334
5,11,6,333
5,12,7,333
5,13,8,333
3,4,15,333
1,15,3,332
3,11,7,332
11,15,12,332
2,15,3,331
8,15,10,331
6,12,14,331
7,16,14,331
2,16,5,330
11,15,14,330
6,16,15,330
1,7,2,329
1,12,5,329
5,13,9,329
1,11,5,328
5,15,8,328
3,12,10,328
4,13,11,328
4,13,12,328
7,11,15,328
4,9,6,327
6,16,11,327
2,9,3,326
1,14,3,326
2,12,5,326
2,4,6,326
1,12,6,326
3,6,7,326
3,16,12,326
10,12,16,326
3,10,8,325
11,14,12,325
1,15,8,324
1,12,10,324
5,16,14,324
2,11,5,323
1,14,5,323
1,9,8,323
11,15,13,323
12,15,14,323
1,16,3,322
1,8,4,322
3,4,6,322
10,11,13,322
7,16,15,322
1,11,6,321
1,14,8,321
10,12,13,321
1,12,4,320
1,13,5,320
10,13,14,320
2,16,15,320
1,13,7,319
1,9,11,319
2,4,14,319
9,11,14,319
1,9,3,318
3,5,7,318
6,7,14,318
8,12,14,318
2,15,14,318
1,10,8,317
3,14,11,317
4,14,11,317
3,13,12,317
8,16,14,317
4,10,7,316
5,10,8,316
9,10,11,316
2,12,15,316
13,16,15,316
4,15,9,315
2,4,15,315
3,5,8,314
1,13,8,314
3,4,10,314
4,15,14,314
2,4,3,313
5,11,7,313
3,4,11,312
3,5,12,312
3,4,14,312
2,4,5,311
4,15,5,311
2,12,14,311
2,13,14,311
6,11,15,311
1,8,2,310
2,13,3,310
1,9,5,310
9,10,12,310
3,16,15,310
2,6,3,309
3,11,6,309
5,9,12,309
1,12,7,308
3,4,16,308
11,15,16,308
2,15,5,307
3,11,10,307
3,13,14,307
2,14,3,306
3,10,6,306
4,12,10,306
6,9,11,306
2,4,13,306
9,16,15,306
3,5,10,305
4,11,10,305
2,9,11,305
10,12,15,305
6,11,10,304
2,13,5,303
4,11,8,303
6,7,11,303
3,4,13,303
7,13,14,303
1,10,4,302
3,4,8,302
4,14,9,302
7,16,11,302
5,11,10,301
7,15,10,301
4,15,11,301
6,15,14,301
9,15,14,301
8,11,15,301
11,13,16,301
1,13,3,300
3,12,6,300
2,6,7,300
6,8,14,300
7,12,14,300
1,16,15,300
