/Users/emilyschlafly/Work/cyclicity_repo/Epilepsy/Dog_1
Total subjects: 24
5,8,6,24
5,11,6,24
5,12,6,24
5,13,6,24
5,15,6,24
5,16,6,24
4,10,7,24
3,4,9,24
3,4,10,24
7,16,12,24
8,16,12,24
5,7,6,23
5,10,6,23
5,14,6,23
3,4,7,23
1,10,7,23
3,10,7,23
3,13,7,23
4,13,7,23
2,5,8,23
2,5,11,23
2,14,11,23
3,14,11,23
4,14,11,23
6,14,11,23
7,14,11,23
2,5,12,23
1,16,12,23
2,16,12,23
3,16,12,23
5,16,12,23
6,16,12,23
3,4,13,23
2,5,15,23
2,5,16,23
5,9,6,22
1,10,6,22
3,5,7,22
4,9,7,22
3,11,7,22
3,12,7,22
3,14,7,22
3,15,7,22
4,10,8,22
4,12,8,22
4,14,8,22
4,15,8,22
1,14,11,22
5,14,11,22
8,14,11,22
4,15,11,22
3,4,12,22
1,15,12,22
2,15,12,22
3,15,12,22
4,15,12,22
5,15,12,22
6,15,12,22
7,15,12,22
8,15,12,22
9,16,12,22
2,5,13,22
6,14,13,22
1,15,13,22
5,15,13,22
6,15,13,22
2,5,14,22
3,4,15,22
1,8,2,21
1,10,2,21
1,11,2,21
1,12,2,21
1,15,2,21
1,16,2,21
3,4,6,21
1,8,6,21
4,9,6,21
1,11,6,21
1,12,6,21
1,13,6,21
4,13,6,21
1,15,6,21
1,16,6,21
2,5,7,21
3,9,7,21
1,11,7,21
1,12,7,21
4,12,7,21
1,15,7,21
4,15,7,21
3,16,7,21
4,11,8,21
4,13,8,21
3,14,8,21
2,4,9,21
2,5,9,21
2,5,10,21
7,14,10,21
5,15,10,21
7,15,10,21
7,16,10,21
3,4,11,21
1,15,11,21
2,15,11,21
3,15,11,21
5,15,11,21
6,15,11,21
7,15,11,21
8,15,11,21
2,14,12,21
3,14,12,21
6,14,12,21
7,14,12,21
1,14,13,21
2,14,13,21
5,14,13,21
7,14,13,21
2,15,13,21
7,15,13,21
3,4,14,21
1,13,2,20
1,14,2,20
1,7,3,20
1,8,3,20
1,10,3,20
1,3,4,20
1,8,4,20
1,16,4,20
3,4,5,20
4,10,6,20
1,14,6,20
1,5,7,20
4,11,7,20
1,13,7,20
1,14,7,20
4,14,7,20
1,16,7,20
3,4,8,20
3,5,8,20
4,5,8,20
4,9,8,20
3,11,8,20
3,12,8,20
2,14,8,20
6,14,8,20
3,15,8,20
1,14,9,20
5,14,9,20
1,15,9,20
5,15,9,20
3,14,10,20
5,14,10,20
6,14,10,20
3,15,10,20
6,15,10,20
5,16,10,20
7,16,11,20
8,16,11,20
1,14,12,20
4,14,12,20
5,14,12,20
8,14,12,20
9,15,12,20
4,16,12,20
10,16,12,20
2,4,13,20
3,14,13,20
3,15,13,20
9,15,13,20
1,16,13,20
5,16,13,20
6,16,13,20
7,16,13,20
4,5,16,20
12,13,16,20
1,9,2,19
1,11,3,19
1,12,3,19
1,15,3,19
1,16,3,19
1,9,6,19
3,13,6,19
4,5,7,19
2,10,7,19
5,10,7,19
6,10,7,19
5,11,7,19
5,12,7,19
5,15,7,19
1,11,8,19
2,11,8,19
5,11,8,19
6,11,8,19
1,12,8,19
2,12,8,19
5,12,8,19
6,12,8,19
1,14,8,19
5,14,8,19
1,15,8,19
2,15,8,19
5,15,8,19
6,15,8,19
3,16,8,19
2,14,9,19
6,14,9,19
1,16,9,19
5,16,9,19
2,4,10,19
3,13,10,19
7,13,10,19
8,13,10,19
2,14,10,19
1,15,10,19
2,15,10,19
3,16,10,19
6,16,10,19
3,5,11,19
9,14,11,19
1,16,11,19
2,16,11,19
3,16,11,19
5,16,11,19
6,16,11,19
3,5,12,19
9,14,13,19
10,14,13,19
4,15,13,19
10,15,13,19
2,16,13,19
9,16,13,19
3,5,15,19
3,4,16,19
3,5,16,19
1,5,3,18
1,14,3,18
2,3,4,18
1,5,4,18
1,11,4,18
1,7,6,18
3,9,6,18
4,12,6,18
4,15,6,18
1,8,7,18
3,8,7,18
6,11,7,18
6,12,7,18
5,13,7,18
5,14,7,18
6,14,7,18
6,15,7,18
5,16,7,18
1,5,8,18
1,10,8,18
2,10,8,18
3,10,8,18
3,13,8,18
1,16,8,18
2,16,8,18
4,16,8,18
5,16,8,18
6,16,8,18
1,5,9,18
1,12,9,18
5,12,9,18
1,13,9,18
5,13,9,18
3,14,9,18
2,15,9,18
6,15,9,18
3,5,10,18
4,13,10,18
5,13,10,18
1,14,10,18
4,15,10,18
8,15,10,18
1,16,10,18
2,16,10,18
8,16,10,18
1,5,11,18
4,5,11,18
9,15,11,18
2,4,12,18
1,5,12,18
9,14,12,18
10,15,12,18
11,16,12,18
1,5,13,18
10,12,13,18
4,14,13,18
8,15,13,18
3,16,13,18
10,16,13,18
